"CONTADOR","TORRE","HELICE","PE","I_GRAUS","L_m","NSPTponta","T_kNm"
12,"TORRE 177-1_D1SP",6,"A7",0,12,4,13.15
13,"TORRE 177-1_D1SP",6,"A7",0,13,4,13.56
14,"TORRE 177-1_D1SP",6,"A7",0,14,9,13.69
15,"TORRE 177-1_D1SP",6,"A7",0,15,10,14.37
16,"TORRE 177-1_D1SP",6,"A7",0,15.48,14,14.78
1,"TORRE 177-1_D1SP",6,"B1",5,1,0,0
2,"TORRE 177-1_D1SP",6,"B1",5,2,3,5.29
3,"TORRE 177-1_D1SP",6,"B1",5,3,0,6.37
4,"TORRE 177-1_D1SP",6,"B1",5,4,1,7.32
5,"TORRE 177-1_D1SP",6,"B1",5,5,1,10.3
6,"TORRE 177-1_D1SP",6,"B1",5,6,0,10.71
7,"TORRE 177-1_D1SP",6,"B1",5,7,0,11.12
8,"TORRE 177-1_D1SP",6,"B1",5,8,1,11.25
9,"TORRE 177-1_D1SP",6,"B1",5,9,1,11.39
10,"TORRE 177-1_D1SP",6,"B1",5,10,3,13.02
11,"TORRE 177-1_D1SP",6,"B1",5,11,2,13.15
12,"TORRE 177-1_D1SP",6,"B1",5,12,4,14.37
13,"TORRE 177-1_D1SP",6,"B1",5,13,4,16.13
14,"TORRE 177-1_D1SP",6,"B1",5,14,9,16.27
1,"TORRE 177-1_D1SP",6,"B2",23,1,0,0
2,"TORRE 177-1_D1SP",6,"B2",23,2,3,5.15
3,"TORRE 177-1_D1SP",6,"B2",23,3,0,7.32
4,"TORRE 177-1_D1SP",6,"B2",23,4,1,8.68
5,"TORRE 177-1_D1SP",6,"B2",23,5,1,10.3
6,"TORRE 177-1_D1SP",6,"B2",23,6,0,10.71
7,"TORRE 177-1_D1SP",6,"B2",23,7,0,11.66
8,"TORRE 177-1_D1SP",6,"B2",23,8,1,11.8
9,"TORRE 177-1_D1SP",6,"B2",23,9,1,12.88
10,"TORRE 177-1_D1SP",6,"B2",23,10,3,13.02
11,"TORRE 177-1_D1SP",6,"B2",23,11,2,13.15
12,"TORRE 177-1_D1SP",6,"B2",23,12,4,14.78
13,"TORRE 177-1_D1SP",6,"B2",23,13,4,16
14,"TORRE 177-1_D1SP",6,"B2",23,14,4,16.13
1,"TORRE 177-1_D1SP",6,"B3",23,1,0,0
2,"TORRE 177-1_D1SP",6,"B3",23,2,3,5.29
3,"TORRE 177-1_D1SP",6,"B3",23,3,0,6.37
4,"TORRE 177-1_D1SP",6,"B3",23,4,1,8
5,"TORRE 177-1_D1SP",6,"B3",23,5,1,9.22
6,"TORRE 177-1_D1SP",6,"B3",23,6,0,9.36
7,"TORRE 177-1_D1SP",6,"B3",23,7,0,10.3
8,"TORRE 177-1_D1SP",6,"B3",23,8,1,10.71
9,"TORRE 177-1_D1SP",6,"B3",23,9,1,11.52
10,"TORRE 177-1_D1SP",6,"B3",23,10,3,11.66
11,"TORRE 177-1_D1SP",6,"B3",23,11,2,11.8
12,"TORRE 177-1_D1SP",6,"B3",23,12,4,12.74
13,"TORRE 177-1_D1SP",6,"B3",23,13,4,13.02
14,"TORRE 177-1_D1SP",6,"B3",23,14,4,13.15
15,"TORRE 177-1_D1SP",6,"B3",23,15,9,14.78
16,"TORRE 177-1_D1SP",6,"B3",23,16,10,16.13
17,"TORRE 177-1_D1SP",6,"B3",23,17,14,16.27
1,"TORRE 177-1_D1SP",6,"B4",5,1,0,0
2,"TORRE 177-1_D1SP",6,"B4",5,2,3,6.51
3,"TORRE 177-1_D1SP",6,"B4",5,3,0,7.32
4,"TORRE 177-1_D1SP",6,"B4",5,4,1,9.36
5,"TORRE 177-1_D1SP",6,"B4",5,5,1,10.44
6,"TORRE 177-1_D1SP",6,"B4",5,6,0,10.71
7,"TORRE 177-1_D1SP",6,"B4",5,7,0,11.66
8,"TORRE 177-1_D1SP",6,"B4",5,8,1,11.8
9,"TORRE 177-1_D1SP",6,"B4",5,9,1,13.02
10,"TORRE 177-1_D1SP",6,"B4",5,10,3,13.15
11,"TORRE 177-1_D1SP",6,"B4",5,11,2,14.1
12,"TORRE 177-1_D1SP",6,"B4",5,12,4,15.86
13,"TORRE 177-1_D1SP",6,"B4",5,13,4,16
1,"TORRE 177-1_D1SP",6,"B5",18,1,0,0
2,"TORRE 177-1_D1SP",6,"B5",18,2,3,3.93
3,"TORRE 177-1_D1SP",6,"B5",18,3,0,6.24
4,"TORRE 177-1_D1SP",6,"B5",18,4,1,7.32
5,"TORRE 177-1_D1SP",6,"B5",18,5,1,9.08
6,"TORRE 177-1_D1SP",6,"B5",18,6,0,10.58
7,"TORRE 177-1_D1SP",6,"B5",18,7,0,10.71
8,"TORRE 177-1_D1SP",6,"B5",18,8,1,11.52
9,"TORRE 177-1_D1SP",6,"B5",18,9,1,11.66
10,"TORRE 177-1_D1SP",6,"B5",18,10,3,12.88
11,"TORRE 177-1_D1SP",6,"B5",18,11,2,13.02
12,"TORRE 177-1_D1SP",6,"B5",18,12,4,13.15
13,"TORRE 177-1_D1SP",6,"B5",18,13,4,14.51
14,"TORRE 177-1_D1SP",6,"B5",18,14,9,15.73
15,"TORRE 177-1_D1SP",6,"B5",18,15,10,15.86
1,"TORRE 177-1_D1SP",6,"B6",18,1,0,0
2,"TORRE 177-1_D1SP",6,"B6",18,2,3,4.88
3,"TORRE 177-1_D1SP",6,"B6",18,3,0,6.64
4,"TORRE 177-1_D1SP",6,"B6",18,4,1,7.73
5,"TORRE 177-1_D1SP",6,"B6",18,5,1,9.36
6,"TORRE 177-1_D1SP",6,"B6",18,6,0,10.3
7,"TORRE 177-1_D1SP",6,"B6",18,7,0,10.3
8,"TORRE 177-1_D1SP",6,"B6",18,8,1,11.8
9,"TORRE 177-1_D1SP",6,"B6",18,9,1,12.07
10,"TORRE 177-1_D1SP",6,"B6",18,10,3,12.74
11,"TORRE 177-1_D1SP",6,"B6",18,11,2,13.02
12,"TORRE 177-1_D1SP",6,"B6",18,12,4,13.15
13,"TORRE 177-1_D1SP",6,"B6",18,13,4,14.37
14,"TORRE 177-1_D1SP",6,"B6",18,14,9,15.86
15,"TORRE 177-1_D1SP",6,"B6",18,15,10,16
1,"TORRE 177-1_D1SP",6,"B7",0,1,0,0
2,"TORRE 177-1_D1SP",6,"B7",0,2,3,4.88
3,"TORRE 177-1_D1SP",6,"B7",0,3,0,6.64
4,"TORRE 177-1_D1SP",6,"B7",0,4,1,7.73
5,"TORRE 177-1_D1SP",6,"B7",0,5,1,8.68
6,"TORRE 177-1_D1SP",6,"B7",0,6,0,9.36
7,"TORRE 177-1_D1SP",6,"B7",0,7,0,10.44
8,"TORRE 177-1_D1SP",6,"B7",0,8,1,10.58
9,"TORRE 177-1_D1SP",6,"B7",0,9,1,10.71
10,"TORRE 177-1_D1SP",6,"B7",0,10,3,11.8
11,"TORRE 177-1_D1SP",6,"B7",0,11,2,11.93
12,"TORRE 177-1_D1SP",6,"B7",0,12,4,12.74
13,"TORRE 177-1_D1SP",6,"B7",0,13,4,12.88
